Unnamed: 0,ID,Prix,Condition,RAM,Stockage,Marque,Couleur,Taille écran,Résolution
,v1|267091051103|0,650.0,Occasion,16 Go,512 Go,HP,Argenté,"15,6""",1920 x 1080
,v1|256662640605|0,80.0,Occasion,4 Go,250 Go,Lenovo,Noir,"14""",1366 x 768
,v1|134705463930|0,309.0,Très bon état - Reconditionné,16 Go,512 Go,Dell,Noir,"14""",1920 x 1080
,v1|196897393045|0,575.77,Occasion,32 Go,512 Go,Lenovo,Noir,"14""",1920 x 1080
,v1|276603216287|0,400.0,Occasion,8 Go,480 Go,Dell,Noir,"17,3""",1920 x 1080
,v1|186730158911|0,129.0,Occasion,8,0,Dell,Noir,Nn,no
,v1|116421215251|0,320.0,Occasion,32 Go,256 Go,Dell,Gris,"15,6""",1920 x 1080
,v1|395695475293|0,279.0,Occasion,16 Go,750 Go,HP,Gris,"13,1""",1920 x 1080
,v1|267091443807|0,699.0,Neuf,16 Go,512 Go,ASUS,Gris,"15,6""",2880 x 1620
,v1|285559545307|0,349.9,Occasion,8 Go,256 Go,HP,Argenté,"17,3""",1920 x 1080
,v1|196827764439|0,350.0,Occasion,16 Go,512 Go,Dell,Gris,"14""",1920 x 1080
,v1|285151122518|0,149.99,Occasion,4 Go,128 Go,Lenovo,Noir,"12""",2880 x 1920
,v1|387518724965|0,271.0,Occasion,8 Go,480Go,Apple,Argenté,27'',2560 x 1600
,v1|186845550109|0,169.0,Occasion,8 Go,0,Lenovo,Noir,"12,1""",nn
,v1|116401164133|416680136769,153.05,Occasion,4 Go,128 Go,Panasonic,Argent,25.7cm,1920 x 1080
,v1|256105466698|0,589.0,Occasion,4 Go,512 Go,Panasonic,Argenté,"10,8""",1920 x 1200
,v1|205043389591|0,349.0,Occasion,16,256 Go,Huawei,Gris,"14""",1920 x 1080
,v1|186458866652|0,189.0,Occasion,8 Go,0,Dell,Gris,"14""",nn
,v1|196665827534|0,249.0,État correct - Reconditionné,8 Go,512 Go,HP,Noir,"14""",1920 * 1080
,v1|116400417452|416679322426,164.54,Occasion,4 Go,256 Go,Panasonic,Argent,25.7cm,1920 x 1080
,v1|256563887341|0,125.0,Occasion,4 Go,500 Go,HP,Bleu Nuit,"15,3""",1366 x 768
,v1|285754148488|0,319.9,Occasion,8 Go,256 Go,Lenovo,Noir,"13,3""",1366 x 768
,v1|116419427005|0,265.0,Occasion,16 Go,512 Go,Dell,Argenté,"15,6""",1920 x 1280
,v1|315934277447|0,84.99,Occasion,2 Go,32 Go,Thomson,Blanc,"14""",1366 x 768
,v1|266178294730|0,439.0,Occasion,4 Go,512 Go,Panasonic,Argenté,"10,1""",1920 x 1080
,v1|285544694384|0,349.9,Occasion,8 Go,256 Go,Lenovo,Noir,"14""",1920 x 1080
,v1|276390509167|0,389.99,Occasion,16 Go,512 Go,Dell,Gris,"15""",1920 x 1080
,v1|276677566873|0,950.0,Occasion,8 Go,256 Go,Apple,Argenté,"13,6""",2560 x 1664
,v1|266175555590|0,149.99,État correct - Reconditionné,8 Go,480Go,Dell,Noir,"14""",1366 x 768
,v1|285149168073|0,259.9,Occasion,8 Go,128 Go,Lenovo,Noir,"13,3""",1920 x 1080
,v1|355826556107|0,399.0,Occasion,16 Go,500 Go,HP,Gris,"14""",1920 x 1080
,v1|186668310355|0,169.0,Occasion,8 Go,0,Dell,Noir,"13""",nn
,v1|267097210898|0,1500.0,Ouvert (jamais utilisé),16 Go,512 Go,Lenovo,Noir,"13""",2160 x 1350
,v1|135248251075|0,249.0,Occasion,16 Go,240 Go,HP,Noir,"15,6""",1920 x 1080
,v1|116420783856|0,109.99,Occasion,4 Go,500 Go,Dell,Noir,"14""",1366 x 768
,v1|145794366921|0,129.0,Occasion,1 Go,160 Go,Samsung,Bleu,"10""",1024 x 600
,v1|315880355442|0,229.0,Occasion,4 Go,64 Go,Microsoft,Argenté,"10""",1800 x 1200
,v1|285645129960|0,163.03,Occasion,8 Go,256 Go,Panasonic,Argent,25.7cm,1920 x 1200
,v1|155915642590|0,89.0,Occasion,2 Go,2 Go,ordissimo,Bleu,"14""",1366 x 768
,v1|196843660534|0,230.0,Occasion,16 Go,256 Go,Dell,Noir,"14""",1920 x 1080
,v1|196841294344|0,240.0,Occasion,8 Go,256 Go,Fujitsu,Argenté,"13""",1366 x 768
,v1|196877221868|0,349.0,Très bon état - Reconditionné,16Go,512Go SSD,Lenovo,Noir,13.3,1920 * 1080
,v1|196872166660|0,759.0,État correct - Reconditionné,32 Go,500 Go,Apple,Silver,"16""",3072 * 1920
,v1|286200322910|0,149.0,Occasion,4 Go,250 Go,Lenovo,Noir,"12.5""",1366 x 768
,v1|186276891215|0,100.0,Occasion,4 Go,240Go,ASUS,Noir,"14""",1366 x 768
,v1|226428377015|0,360.0,Occasion,32Go,512 Go,Lenovo,Noir,"14""",1920x1080
,v1|335292731936|0,250.0,Ouvert (jamais utilisé),8 Go,128 Go,Lenovo,Noir,"13,3""",1366 x 768
,v1|326369868792|0,499.0,Occasion,512 Go,512 Go,Huawei,Gris,"14""",1920 x 1080
,v1|285757619998|0,299.9,Occasion,8 Go,512 Go,Lenovo,Noir,"14""",1920 x 1080
,v1|276713300224|0,729.99,Occasion,32 Go,1 To,Lenovo,Noir,"14""",1920 x 1080
,v1|186701851189|0,144.0,Occasion,4 Go,500 Go,Toshiba,Noir,"17,3""",1600 x 900
,v1|186363403128|0,209.0,Occasion,8 Go,0,Dell,Noir,Nn,1920X1080
,v1|387445820542|0,199.99,Occasion,4 Go,200Go,Acer,Argenté,14,1920 x 1080
,v1|365189546153|0,390.0,Occasion,4 Go,128 Go,Samsung,Argenté,"12""",3840 x 2160
,v1|196848867966|0,320.0,Occasion,8 Go,500 Go,Dell,Noir,"15""",1366 x 768
,v1|196666275606|0,649.0,Très bon état - Reconditionné,32Go,256Go SSD,HP,Silver,17.3,1920 x 1080
,v1|126801895372|0,189.0,Occasion,8 Go,1 To,HP,Marron,"17,3""",1600 x 900
,v1|196872174062|0,449.0,Très bon état - Reconditionné,8 Go,250 Go,Apple,Silver,13.3,2560 x 1600
,v1|196874759040|0,300.0,Occasion,8 Go,256 Go,Acer,Noir,"15""",1920 x 1080
,v1|315934196224|0,49.99,Occasion,2 Go,160 Go,HP,Noir,"15,6""",1366 x 768
,v1|196385168765|0,269.0,Très bon état - Reconditionné,8 Go,128Go,Apple,Silver,"13.3""",1400 * 900
,v1|276684118267|0,749.99,Occasion,32 Go,1 To,Lenovo,Noir,"15""",1920 x 1080
,v1|375460076591|644402823754,14.95,Neuf,16 Go,2 To,- Sans marque/Générique -,Gris,"14,1""",1920 x 1080
,v1|405421999307|0,900.0,Neuf,8 Go,256 Go,HP,Argenté,"15,6""",1920 x 1080
,v1|265734116498|0,429.0,Occasion,4 Go,500 Go,Panasonic,Argenté,"10,8""",1024 x 768
,v1|235831847950|0,110.0,Occasion,8Go,128Go SSD,HP,Noir,14'',titre
,v1|186844126690|0,185.0,Occasion,4 Go,320 Go,Acer,voir descriptif,"15,6""",voir descriptif
,v1|186134468170|0,97.0,Occasion,4 Go,320 Go,ASUS,Noir,"15,6""",1366 x 768
,v1|156578637195|0,402.35,Occasion,16 GB,512 Go,Dell,Braun,14 Zoll,1920 x 1080
,v1|387536191716|0,530.0,Occasion,8 Go,256 Go,Apple,Gris,"13""",2560 x 1600
,v1|166869049409|0,129.9,Occasion,16 Go,Aucun,Samsung,Argenté et Noir,"17,3""",1390 x 900 (HD+)
,v1|186762711840|0,750.0,Ouvert (jamais utilisé),8 Go,256 Go,Dell,Gris,"13""",1920 x 1200
,v1|256099256524|0,559.0,Occasion,4 Go,512 Go,Panasonic,Argenté,"10,8""",1920 x 1200
,v1|196665704639|0,249.0,Très bon état - Reconditionné,8Go,256Go SSD,Dell,Noir,"14""",1920 * 1080
,v1|276771052752|0,1279.99,Occasion,16 Go,1 To,Dell,Gris,"13,4""",1920 x 1080
,v1|285741422612|0,549.9,Occasion,512 Go,512 Go,APPLE,Gris Sidéral / Space Grey,"15""",1 920 x 1 200
,v1|356342968124|0,358.82,Occasion,8 Go,128 Go,Sony,Noir,15.5 in,1920 x 1080
,v1|315531847030|0,800.0,Occasion,32 Go,1 To,ASUS,Noir,"17,3""",1920 x 1080
,v1|196877243627|0,399.0,Très bon état - Reconditionné,8 Go,240Go SSD,Lenovo,Noir,"14""",1920 * 1080
,v1|186768206889|0,133.0,Occasion,4 Go,320 Go,Lenovo,Noir,"15,6""",1366 x 768
,v1|196739861805|0,430.0,Occasion,128 Go,128 Go,Huawei,Anthracite,"12,6""",2560 x 1600
,v1|276551348858|0,145.0,Occasion,8 Go,512 Go,Lenovo,Noir,"14""",1920 x 1080
,v1|276690897256|0,71.83,Occasion,8 Go,500 Go,Lenovo,Noir,31.8cm,1366 x 768
,v1|196827764442|0,320.0,Occasion,16 Go,256 Go,Dell,Noir,"15""",1920 x 1080
,v1|265665167926|0,389.0,Occasion,4 Go,256 Go,Panasonic,Blanc,"10,8""",1024 x 768
,v1|145801797394|0,460.0,Occasion,16 Go,480 Go,ASUS,Gris,"17""",1600 x 900
,v1|185790605530|0,169.0,Occasion,8 Go,0,HP,Gris,14,Nn
,v1|176202524534|0,825.0,Ouvert (jamais utilisé),16 Go,512 Go,Xiaomi,Argenté,"16""",2560 x 1600
,v1|126810387254|0,958.88,Occasion,16 GB,1 To,Samsung,Graphite,40.6cm,2880 x 1800
,v1|405420921807|0,170.2,Occasion,8 Go,256 Go,Lenovo,Noir,12.5,1366 x 768
,v1|196843660531|0,240.0,Occasion,8 Go,256 Go,HP,Gris,"12,5""",1366 x 768
,v1|196848867960|0,350.0,Occasion,16 Go,512 Go,Dell,Gris,"14""",1920 x 1080
,v1|116061294982|0,399.0,Occasion,8 Go,256 Go,Apple,Gris,"13,3""",2560 x 1600
,v1|196295439750|0,219.0,Très bon état - Reconditionné,8Go,512Go SSD,Dell,Noir,"12""5",titre
,v1|156370362968|0,399.0,Occasion,16 Go,256 Go,Dell,Gris,"15,6""",1920 x 1080
,v1|284914367034|0,279.99,Occasion,8 Go,256 Go,Apple,Argenté,"13""",2560 x 1600
,v1|196794615344|0,240.0,Occasion,8 Go,256 Go,HP,Gris,"15""",1366 x 768
,v1|186204962651|0,149.0,Occasion,8 Go,500 Go,Lenovo,Noir,Nn,nn
,v1|296556034537|0,125.0,Occasion,8 Go,500 Go,ASUS,Noir,"15""",1366 x 768
,v1|196295437781|0,278.0,Très bon état - Reconditionné,256 Go,256 Go,HP,Noir,"14""",1920 * 1080
,v1|186753673917|0,750.0,Occasion,sans ram,sans ssd,Dell,Noir,"14""",1920 x 1080
,v1|365287578893|0,574.66,Occasion,32 Go,512 Go,Lenovo,Noir,"15,6 Zoll",1920 x 1080
,v1|405341788304|0,292.44,Occasion,16 GB,512 Go,Dell,Noir,"15,6 Zoll",1920 x 1080
,v1|196817994497|0,190.0,Occasion,8 Go,256 Go,HP,Gris,"15""",1366 x 768
,v1|186237614126|0,249.0,Occasion,8 Go,256 Go,Lenovo,Noir,"14""",1600 x 900
,v1|196841294347|0,250.0,Occasion,8 Go,256 Go,Dell,Noir,"14""",1920 x 1080
,v1|235773559654|0,355.0,Occasion,16Go,250Go SSD,Apple,Silver,"15.4""",2880 * 1800
,v1|196841294341|0,190.0,Occasion,8 Go,256 Go,Fujitsu,Noir,"14""",1366 x 768
,v1|255827150855|0,319.0,Occasion,4 Go,256 Go,Panasonic,Blanc,"10,8""",1024 x 768
,v1|364897883412|0,270.0,Occasion,8 Go,256 Go,HP,Argenté,"15,6""",1366 x 768
,v1|134946890883|0,10.0,Occasion,8 Go,000,ASUS,Noir,00,1920 x 1080
,v1|226170279505|0,89.0,Occasion,4 Go,Nean,Dell,Rouge,"15,6""",1366 x 768
,v1|285689158875|0,529.9,Occasion,16 Go,256 Go,Lenovo,Noir,"15""",1920 x 1080
,v1|387629444467|0,210.0,Occasion,16 Go,5 Go,Lenovo,Noir,"14""",1920 x 1080
,v1|356179356154|0,589.0,Parfait état - Reconditionné,16 Go,512 Go,Dell,Noir,"15,6""",1920 x 1080
,v1|196629484988|0,179.0,Très bon état - Reconditionné,8Go,256Go SSD,Dell,Noir,"14""",1366 x 768
,v1|135198855757|0,199.0,Occasion,8 Go,256 Go,Dell,Noir,"15,6""",1920 x 1080
,v1|186470367717|0,199.0,Occasion,8 Go,256 Go,HP,Noir,12.5,1366 x 768
,v1|186382465768|0,169.0,Occasion,8 Go,0,Lenovo,Noir,"14,1""",nn
,v1|226395226110|0,295.0,Occasion,24 Go,512 Go,Lenovo,Noir,"14""",1920x1080
,v1|286180760362|0,65.0,Occasion,4 Go,160 Go,AMD,Noir,"15,6""",1366 x 786
,v1|116419421705|0,350.0,Occasion,32 Go,512 Go,Dell,Gris,"15,6""",1920 x 1080
,v1|156391074356|0,135.0,Ouvert (jamais utilisé),2 Go,16 Go,Danew,Gris,"10,1""",1280 x 800
,v1|185887093842|0,90.0,Occasion,4 Go,320 Go,ASUS,Noir,"14""",1366 x 768
,v1|296242963193|0,233.84,Occasion,16 GB,512 Go,Dell,Noir,33.8cm,1366 x 768
,v1|305851242203|0,110.0,Occasion,6 Go,500 Go,ASUS,Marron,"17,3""",1600 x 900
,v1|375456791917|644399979030,24.95,Neuf,8 Go,256 Go,- Sans marque/Générique -,Gris,"14,1""",1920 x 1080
,v1|226349768227|0,230.0,Occasion,20Go,512 Go,Lenovo,Noir,"14""",1920x1080
,v1|355815809808|0,450.0,Occasion,8 Go,240 Go,Lenovo,Gris,14,1920 x 1080
,v1|126825257633|0,125.0,Occasion,8 Go,1 To,HP,Blanc,"15,6""",1366 x 768
,v1|196651888495|0,439.0,Très bon état - Reconditionné,32go,1To SSD,Dell,Noir,"14""",titre
,v1|256684992308|0,1399.0,Neuf,32 Go,1 To,ASUS,Gris,"15,6""",2880 x 1620
,v1|395397945864|0,179.0,Occasion,256 Go,256 Go,Dell,Noir,"14""",1920 x 1080
,v1|186179082188|0,110.0,Occasion,4 Go,500 Go,Fujitsu,Noir,"15,6""",1366 x 768
,v1|356253562579|0,900.0,Occasion,16 Go,2 To,CSL,Noir,"17,3""",1920 x 1080
,v1|126810386905|0,1560.46,Occasion,32 Go,512 Go,HP,Gris,40.6cm,1920 x 1200
,v1|305944186133|0,499.99,Occasion,16 Go,1 To,Lenovo,Gris,"14""",3840 x 2160
,v1|385586620740|0,600.0,Occasion,16 Go,512 Go,ASUS,Noir,"15,6""",1920 x 1080
,v1|186664875176|0,175.0,Occasion,16 Go,256 Go,Apple,Blanc,15.4,2880 x 1920
,v1|196308696419|0,399.0,État correct - Reconditionné,32Go,512Go SSD,HP,Noir,"14""",1920 * 1080
,v1|126793481305|0,130.0,Occasion,4 Go,64 Go,ASUS,Argenté,"14""",1366 x 768
,v1|387512166892|0,285.37,Occasion,16 Go,1 To,Apple,Argenté,"13""",2560 x 1600
,v1|364629666089|0,439.0,État correct - Reconditionné,8Go,128Go,Apple,Space Grey,"13""",2560x1600
,v1|186278595493|0,299.0,Occasion,12 Go,0,Lenovo,Noir,"15,6""",nn
,v1|196647869654|0,349.0,Très bon état - Reconditionné,16Go,512Go SSD,HP,Argent,13.3,1920 x 1080
,v1|167054403033|0,169.99,Neuf,2 Go,16 Go,Danew,Argenté,"10,1""",1280 x 800
,v1|176624868306|0,150.0,Occasion,8 Go,120 Go,Apple,Gris,"13,3""",1280 x 800
,v1|135436861351|0,1527.94,Ouvert (jamais utilisé),16 GB,512 Go,Dell,Gris,40.6cm,1920 x 1200
,v1|255429109879|0,789.0,Neuf,8 Go,512 Go,Panasonic,Argenté,"7""",1280 x 800
,v1|335654563068|0,100.0,Occasion,8 Go,Pas de disque mécanique,Dell,Gris/Noir,"12,5""",1366 x 768
,v1|405420291451|0,171.43,Occasion,16GB,Pas pertinent,Microsoft,Gris,12  Zoll,2160 x 1440
,v1|387363248691|0,500.0,Occasion,8 Go,"1,2 To",ASUS,Gris,"17,3""",1920 x 1080
,v1|196308695043|0,379.0,État correct - Reconditionné,32Go,256 Go,HP,Noir,"14""",1920 * 1080
,v1|405291699727|0,340.0,Neuf,8 Go,240Go,HP,Noir,"15,6""",1920 x 1080
,v1|315910560984|0,153.89,Occasion,4 Go,256 Go,Panasonic,Silver,12.1 in,2160 x 1440
,v1|135413684121|0,658.19,Occasion,16 Go,512 Go,Lenovo,Noir,15.6 in,1920 x 1080 (Full HD)
,v1|196707160118|0,279.99,Très bon état - Reconditionné,16Go,1To SSD,Lenovo,Noir,"14""",titre
,v1|315977406404|0,300.0,Occasion,8 Go,256 Go,AMD,Argenté,"14""",1920 x 1080
,v1|404540498356|0,179.98,Neuf,4Go,64 Go,Thomson,Argenté,14 pouces,768p
,v1|196877251109|0,479.0,Très bon état - Reconditionné,32Go,1To SSD M.2,Lenovo,Noir,"14""",1920x1080
,v1|387533272894|0,550.0,Occasion,8 Go,256 Go,Apple,Gris,"13""",2560 x 1600
,v1|387725227297|0,399.0,Neuf,"8 Go, LPDDR4X",512 Go,Acer,Or,Non,Full HD
,v1|256698034695|0,3395.65,Neuf,48 Go,512 Go,Apple,Noir,14 in,3024x1964
,v1|276457853010|0,1029.0,Ouvert (jamais utilisé),16 Go,512 Go,Samsung,Argenté,"13,3""",1920 x 1080
,v1|387536346977|0,510.0,Occasion,128 Go,128 Go,Apple,Gris,"13""",2560 x 1600
,v1|186844126683|0,150.0,Occasion,4 Go,320 Go,Toshiba,voir descriptif,"15,6""",voir descriptif
,v1|196295442315|0,209.0,Très bon état - Reconditionné,8 Go,512Go SSD,HP,Argenté / Noir,"13.3""",1366 x 768
,v1|185847654492|0,159.0,Occasion,4,0,Lenovo,Noir,"14""",nn
,v1|365247172978|0,102.07,Occasion,8 Go,500 Go,Lenovo,Gris,35.6cm,1366 x 768
,v1|276164041488|0,245.0,Occasion,8 Go,500 Go,Sony,Argent et blanc,17.3,1600 x 900
,v1|387323263438|0,1099.0,Neuf,"16 Go, DDR5 SDRAM",1 To,Acer,Noir,Non,WUXGA
,v1|356010030126|0,140.0,Occasion,4 Go,500 Go,Lenovo,Blanc,"11,6""",1366 x 768
,v1|156516182844|0,849.0,Neuf,16 Go,512 Go,HP,Noir,"15,6""",1920 x 1080
,v1|405382830197|0,907.55,Occasion,32284,32 Go,Dell,Argent,17 Zoll,1920 x 1080
,v1|196666271693|0,299.0,Très bon état - Reconditionné,8Go,250GO SSD,HP,Silver,15.6 LED MAT,titre
,v1|165750731512|0,260.0,Occasion,16 Go,256 Go,HP,Argenté,13,1920 x 1080
,v1|314700929306|0,179.99,Occasion,8 Go,256 Go,Apple,Argenté,"13""",1280 x 800
,v1|156577302618|0,463.86,Occasion,32 Go,32 Go,Dell,Braun,"15,6 Zoll",1920 x 1080
,v1|256752667920|0,357.67,État correct - Reconditionné,8 Go,512 Go,DELL,Noir,"15,6""",1920 x 1080
,v1|285707837214|0,749.0,Ouvert (jamais utilisé),16 Go,512 Go,HP,Noir,"16,1""",1920 x 1080
,v1|356194283298|0,185.0,Occasion,8 Go,120 Go,HP,Argenté,"15,6""",1366 x 768
,v1|196577921143|0,419.0,Très bon état - Reconditionné,32go,1To SSD,Dell,Noir,15.6,1920 * 1080
,v1|196668401603|0,660.0,Parfait état - Reconditionné,16Go,512 Go,Acer,Noir,"17.3"" FULL",1920 * 1080
,v1|387608261168|0,148.0,Occasion,8 Go,256Go,Dell,Noir,"14""",titre
,v1|387323263344|0,999.0,Neuf,"16 Go, DDR5 SDRAM",1 To,Acer,Noir,Non,WUXGA
,v1|335369342143|544742006232,263.99,Neuf,8 Go,256 Go,CHUWI,Gris,"14,1""",1920 x 1080
,v1|196358288867|0,319.0,Très bon état - Reconditionné,16Go,64Go,HP,Silver,"14""",titre
,v1|275553510072|0,170.0,Occasion,4Go,256 Go,THOMSON,Gris,14 pouces,720p
,v1|205165285504|0,219.16,Occasion,4 Go,256 Go,Panasonic,Argent,"7,2 Zoll",1200 x 800
,v1|146109196923|0,899.99,Occasion,16 Go,512 Go,ASUS,Noir,"15,6""",1920 x 1080
,v1|176500177540|0,765.0,Ouvert (jamais utilisé),8 Go,128 Go,Microsoft,Noir,"13""",2880 x 1920
,v1|326099554009|0,365.0,Occasion,8 Go,256 Go,Apple,Argenté,"15,4""",2880 x 1800
,v1|365183559348|0,201.0,État correct - Reconditionné,2Go,64GBGo,Apple,Silver,"11""",2560x1600
,v1|165593615440|0,380.0,Occasion,16 Go,512 Go,Toshiba,Noir,"12,5""",1920 x 1080
,v1|156516290762|0,792.0,Neuf,32 Go,1 To,- Sans marque/Générique -,Noir,"15,6""",1920 x 1200
,v1|186434839022|0,210.0,Occasion,4 Go,320 Go,Apple,Argenté,"13""",1280 x 800
,v1|186483965164|0,266.66,Occasion,8 Go,256 Go,Apple,argent,"13,3""",2560 x 1600
,v1|267053816333|0,149.0,Occasion,512 Mo,80 Go,ASUS,Noir,"15,4""",1280 x 800
,v1|126814142985|0,1270.26,Occasion,64 Go,2 To,HP,Noir,40.6cm,1920 x 1080
,v1|186457833758|0,75.0,Occasion,4 Go,32 Go,HP,Blanc,"14""",1366 x 768
,v1|126801893651|0,170.0,Occasion,6 Go,512 Go,ASUS,Argenté,"15,6""",1366 x 768
,v1|385728207057|0,1249.0,Occasion,8 Go,256 Go,Panasonic,Argenté,"12""",2160 x 1440
,v1|374994754615|644402955367,24.95,Neuf,6 Go,1 To,- Sans marque/Générique -,Gris,"14""",1920 x 1200
,v1|394400841828|0,279.0,Occasion,8 Go,256 Go,Lenovo,Noir,"14""",1920 x 1080
,v1|185244471821|0,69.0,Occasion,0,0,Dell,Noir,"14,1""",3840 x 2400
,v1|176101234038|0,198.0,Occasion,8 Go,256 Go,Lenovo,Gris,"15,6""",1920 x 1280
,v1|196308734990|0,409.0,Très bon état - Reconditionné,16 Go,1To SSD,Dell,Noir,15.6,1920 x 1080
,v1|167156111766|0,240.0,Occasion,8 Go,500 Go,HP,Gris,"15,6""",1366 x 768
,v1|205166165005|0,497.09,Occasion,16 Go,512 Go,GPD,Noir,8 in,1280 x 800
,v1|315867339622|0,600.0,Occasion,16 Go,500 Go,ASUS,Noir,"15,6""",1920 x 1080
,v1|126651320985|0,430.0,Neuf,16 Go,512 Go,Lenovo,Gris,"15""",1920 x 1080
,v1|305899337191|0,219.0,Occasion,8 Go,256 Go,Lenovo,Noir,"12,5""",1366 x 768
,v1|186789355742|0,155.0,Occasion,8 Go,256 Go,HP,Gris,"14""",1366 x 768
,v1|315894478951|0,140.0,Occasion,4 Go,120 Go,ASUS,Argenté,"15,6""",1366 x 768
,v1|126810386829|0,1529.66,Neuf,32 Go DDR5-5600,1 To,HP,Gris,16.1 inches,1920 x 1080
,v1|267053725107|0,169.0,Occasion,2 Go,160 Go,ASUS,Gris,"15""",1280 x 800
,v1|364988995097|0,349.0,Parfait état - Reconditionné,12 Go,512 Go,Lenovo,Noir,"14""",1920 x 1080
,v1|156548863211|0,443.69,Occasion,8192,256 Go,Dell,Noir,14 Zoll,1920 x 1080
,v1|286144177167|0,680.0,Neuf,16 Go,512 Go,HP,Argenté,14,2880 x 1800
,v1|387491214268|0,580.0,Occasion,8 Go,256 Go,Apple,Gris,"13""",2560 x 1600
,v1|186740440416|0,140.0,Occasion,4 Go,128 Go,KUU YOBOOK,Argent,"13,3""",3000 x 2000
,v1|387406754603|0,184.0,Occasion,16 Go,1 To,Fujitsu,Noir,"15,6""",1366 x 768
,v1|196295439757|0,300.0,Très bon état - Reconditionné,16go,1To SSD,Dell,Noir,"12""5",titre
,v1|375292404511|0,70.0,Neuf,2 Go,16 Go,notebook silver,Gris,"10,1""",1280×800px
,v1|115316276874|0,350.0,Occasion,8 Go,8 Go,Dell,Gris,"15,6""",1920 x 1080
,v1|176678358242|0,700.0,Occasion,16 Go,512 Go,Acer,Noir,"17,3""",1920 x 1080
,v1|126812264948|0,178.89,Occasion,8 Go,256 Go,Lenovo,multicolore,"14,4 Zoll",1920 x 1080
,v1|196426879142|0,399.0,État correct - Reconditionné,16Go,1To SSD,HP,Noir,"14""",1920 * 1080
,v1|374990074813|0,329.95,Neuf,8 Go,256 Go,- Sans marque/Générique -,Noir,"15,6""",1920 x 1080
,v1|235745500525|0,450.0,Occasion,16 Go,256 Go,Lenovo,Noir,13.3,1920 x 1080
,v1|156191292740|0,235.0,Occasion,8 Go,256 Go,Apple,Argenté,"13,3""",2560 x 1600
,v1|296176467528|0,679.0,Occasion,32 Go,512 Go,Dell,Gris,"15,6""",1920 x 1080
,v1|126814142969|0,1154.51,Occasion,32 Go,1 To,HP,Noir,40.6cm,1920 x 1080
,v1|335202567631|0,220.0,Occasion,8 Go,Sans objet,Dell,Gris,"12,5""",1366 x 768
,v1|134894131934|0,300.0,Occasion,16 Go,512 Go,HP,Argent,14.0,1920 x 1080
,v1|186003614342|0,307.9,Neuf,4Go,128 Go eMMC,MEDION,Gris,14 pouces,1080p (FHD)
,v1|305795105483|0,250.0,Occasion,16Go,256 Go,Dell,Noir,"13.3""",1920 x 1080
,v1|196295445185|0,289.0,Très bon état - Reconditionné,32 Go,480Go SSD M2,HP,Noir,"14""",1366* 768
,v1|305592116404|0,300.0,Occasion,6 Go,512 Go,Apple,Argenté,"15""",1440 x 900
,v1|387690848116|0,599.0,Neuf,"8 Go, LPDDR5",512 Go,Acer,Gris,Non,Full HD
,v1|365240190994|0,530.0,État correct - Reconditionné,8Go,128Go,Apple,Silver,"13""",2560x1600
,v1|356013502918|0,449.99,Occasion,8 Go,128 Go,Microsoft,Argenté,"12,4""",1536 x 1024
,v1|326083912820|0,170.0,Occasion,4 Go,256 Go,Apple,Argenté,"11,6""",1366 x 768
,v1|305899343154|0,212.5,Occasion,8 Go,1 To,HP Laptop PC Portable,Gris,"14""",1920 x 1080
,v1|365285717357|0,960.0,Parfait état - Reconditionné,16Go,256Go,Apple,Space Grey,"13""",2560x1600
,v1|156488579136|0,115.0,Occasion,6 Go,120 Go,Packard Bell,Noir,"15,6""",1366 x 768
,v1|387690731752|0,449.0,Neuf,"8 Go, LPDDR5",64 Go,Acer,Argenté,Non,Full HD
,v1|385359694245|0,500.0,Occasion,8 Go,128 Go,Microsoft,Argenté,"13,5""",2256 x 1504
,v1|126763403309|0,29.49,Neuf,512 Go,1 Go,KAIWEETS,Argenté,"4,5""",320 x 240
,v1|156585932586|0,503.19,Occasion,32 Go,512 Go,Dell,Argent,"15,6 Zoll",1920 x 1080
,v1|196295437689|0,299.0,État correct - Reconditionné,8Go,256 Go,HP,Noir,"14""",1920 * 1080
,v1|196295445102|0,269.0,Très bon état - Reconditionné,16 Go,480Go SSD M2,HP,Noir,"14""",1366* 768
,v1|387459112942|0,85.44,Occasion,DDR4 SDRAM SO-DIMM,120 Go,Dell,Noir,"12,5 Zoll (31,8 cm)",1366 x 768
,v1|375868561453|0,159.07,Occasion,256 Go,256 Go,Panasonic,Silver,12 in,2160 x 1440
,v1|134547087595|0,334.99,Occasion,4 Go,Non présent,Apple,argent,"13""",1280 x 800
,v1|355932388797|0,300.0,Ouvert (jamais utilisé),8 Go,256 Go,HP,Argenté,"14""",1920 x 1080
,v1|296844472451|0,700.0,Occasion,16 Go,512 Go,HP,Argent,"15,6""",1920 x 1080
,v1|126799785827|0,173.73,Occasion,4 Go,64 Go,Microsoft,multicolore,"10,1 Zoll",1920 x 1080
,v1|185852955097|0,149.0,Occasion,8 Go,0,HP,Gris,12.5,Nn
,v1|196308681098|0,299.0,État correct - Reconditionné,8Go,256Go SSD,HP,Silver,"13.3"" Tactile",titre
,v1|305924749930|0,150.0,Ouvert (jamais utilisé),8 Go,256 Go,Lenovo,Noir,"14""",1920 x 1080
,v1|185270552691|0,249.0,Occasion,8 Go,256 Go,HP,"Noir, Argenté","14""",1920 x 1080
